Deck,Count,Share,Score,Win_Percentage,Deck_links
Primeape Onix,1,0.00%,0 - 2 - 0,0.00%,/decks/primeape-a1a-onix-a1?game=POCKET&format=standard&set=A1a
Vileplume Lilligant,1,0.00%,0 - 4 - 0,0.00%,/decks/vileplume-lilligant-a1?game=POCKET&format=standard&set=A1a
Heliolisk Golbat,1,0.00%,0 - 3 - 0,0.00%,/decks/heliolisk-golbat-a1?game=POCKET&format=standard&set=A1a
Sandslash Marshadow,1,0.00%,0 - 2 - 0,0.00%,/decks/sandslash-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Poliwrath Moltres,1,0.00%,0 - 2 - 0,0.00%,/decks/poliwrath-moltres-a1?game=POCKET&format=standard&set=A1a
Gardevoir Hypno,1,0.00%,0 - 2 - 0,0.00%,/decks/gardevoir-hypno-a1?game=POCKET&format=standard&set=A1a
Centiskorch Druddigon,1,0.00%,0 - 1 - 0,0.00%,/decks/centiskorch-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Mew ex Centiskorch,1,0.00%,0 - 1 - 0,0.00%,/decks/mew-ex-a1a-centiskorch-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Jynx,1,0.00%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a-jynx-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Persian,1,0.00%,0 - 1 - 0,0.00%,/decks/aerodactyl-ex-a1a-persian-a1?game=POCKET&format=standard&set=A1a
Alakazam Jolteon,1,0.00%,0 - 2 - 0,0.00%,/decks/alakazam-jolteon-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Starmie,1,0.00%,0 - 1 - 0,0.00%,/decks/gyarados-ex-a1a-starmie-a1?game=POCKET&format=standard&set=A1a
Golem Melmetal,1,0.00%,0 - 4 - 0,0.00%,/decks/golem-a1a-melmetal-a1?game=POCKET&format=standard&set=A1a
Starmie ex Rapidash,1,0.00%,0 - 1 - 0,0.00%,/decks/starmie-ex-rapidash-a1?game=POCKET&format=standard&set=A1a
Ninetales Centiskorch,1,0.00%,0 - 2 - 0,0.00%,/decks/ninetales-centiskorch-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Blastoise,1,0.00%,0 - 1 - 0,0.00%,/decks/gyarados-ex-a1a-blastoise-a1?game=POCKET&format=standard&set=A1a
Golem Machamp,1,0.00%,0 - 2 - 0,0.00%,/decks/golem-a1a-machamp-a1?game=POCKET&format=standard&set=A1a
Gyarados Kabutops,1,0.00%,0 - 3 - 0,0.00%,/decks/gyarados-kabutops-a1?game=POCKET&format=standard&set=A1a
Galvantula Pikachu,1,0.00%,0 - 3 - 0,0.00%,/decks/galvantula-pikachu-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Moltres ex,1,0.00%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Rapidash,1,0.00%,0 - 1 - 0,0.00%,/decks/exeggutor-ex-rapidash-a1?game=POCKET&format=standard&set=A1a
Dragonite Porygon,1,0.00%,0 - 3 - 0,0.00%,/decks/dragonite-porygon-a1?game=POCKET&format=standard&set=A1a
Poliwrath Tauros,1,0.00%,0 - 1 - 0,0.00%,/decks/poliwrath-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Lumineon,1,0.00%,0 - 3 - 0,0.00%,/decks/pidgeot-ex-lumineon-a1a?game=POCKET&format=standard&set=A1a
Exeggutor ex Frosmoth,1,0.00%,0 - 2 - 0,0.00%,/decks/exeggutor-ex-frosmoth-a1?game=POCKET&format=standard&set=A1a
Golduck Lumineon,1,0.00%,0 - 1 - 0,0.00%,/decks/golduck-a1-lumineon-a1a?game=POCKET&format=standard&set=A1a
Rapidash Farfetch'd,1,0.00%,0 - 2 - 0,0.00%,/decks/rapidash-a1a-farfetchd-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Marshadow,1,0.00%,0 - 1 - 0,0.00%,/decks/wigglytuff-ex-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Butterfree Exeggutor,1,0.00%,0 - 2 - 0,0.00%,/decks/butterfree-a1-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Melmetal Pidgeot,1,0.00%,0 - 3 - 0,0.00%,/decks/melmetal-pidgeot-a1?game=POCKET&format=standard&set=A1a
Golduck Kingler,1,0.00%,0 - 1 - 0,0.00%,/decks/golduck-kingler-a1?game=POCKET&format=standard&set=A1a
Blastoise Gyarados ex,1,0.00%,0 - 1 - 0,0.00%,/decks/blastoise-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Dragonite Butterfree,1,0.00%,0 - 3 - 0,0.00%,/decks/dragonite-butterfree-a1?game=POCKET&format=standard&set=A1a
Jynx Tauros,1,0.00%,0 - 1 - 0,0.00%,/decks/jynx-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Dragonite Meowth,1,0.00%,0 - 3 - 0,0.00%,/decks/dragonite-meowth-a1?game=POCKET&format=standard&set=A1a
Dragonite Electrode,1,0.00%,0 - 1 - 0,0.00%,/decks/dragonite-electrode-a1?game=POCKET&format=standard&set=A1a
Victreebel Celebi ex,1,0.00%,0 - 2 - 0,0.00%,/decks/victreebel-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Blastoise ex Exeggutor,1,0.00%,0 - 1 - 0,0.00%,/decks/blastoise-ex-a1-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Rapidash Flareon,1,0.00%,0 - 1 - 0,0.00%,/decks/rapidash-a1a-flareon-a1?game=POCKET&format=standard&set=A1a
Weezing Mew ex,1,0.00%,0 - 1 - 0,0.00%,/decks/weezing-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Exeggutor Shiinotic,1,0.00%,0 - 3 - 0,0.00%,/decks/exeggutor-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Gyarados ex Poliwrath,1,0.00%,0 - 3 - 0,0.00%,/decks/gyarados-ex-a1a-poliwrath-a1?game=POCKET&format=standard&set=A1a
Frosmoth Dragonite,1,0.00%,0 - 3 - 0,0.00%,/decks/frosmoth-dragonite-a1?game=POCKET&format=standard&set=A1a
Pidgeot Exeggutor,1,0.00%,0 - 1 - 0,0.00%,/decks/pidgeot-exeggutor-a1?game=POCKET&format=standard&set=A1a
Dragonite Vaporeon,1,0.00%,0 - 0 - 0,NaN%,/decks/dragonite-vaporeon-a1?game=POCKET&format=standard&set=A1a
Golem Marshadow,1,0.00%,0 - 0 - 0,NaN%,/decks/golem-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Beheeyem Jynx,1,0.00%,0 - 0 - 0,NaN%,/decks/beheeyem-a1a-jynx-a1?game=POCKET&format=standard&set=A1a
Electrode Heliolisk,1,0.00%,0 - 0 - 0,NaN%,/decks/electrode-heliolisk-a1?game=POCKET&format=standard&set=A1a
