Deck,Count,Share,Score,Win_Percentage,Deck_links
Charizard ex Charizard,1,0.01%,0 - 2 - 0,0.00%,/decks/charizard-ex-charizard-a1?game=POCKET&format=standard&set=A4a
Infernape ex Arceus ex,1,0.01%,0 - 2 - 0,0.00%,/decks/infernape-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Mantyke,1,0.01%,0 - 2 - 0,0.00%,/decks/mantyke-a4a?game=POCKET&format=standard&set=A4a
Glaceon ex Articuno ex,1,0.01%,0 - 1 - 0,0.00%,/decks/glaceon-ex-a2a-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Raikou ex Raichu ex,1,0.01%,0 - 2 - 0,0.00%,/decks/raikou-ex-a4a-raichu-ex-p-a?game=POCKET&format=standard&set=A4a
Arceus ex Darkrai ex,1,0.01%,0 - 2 - 0,0.00%,/decks/arceus-ex-darkrai-ex-a4b?game=POCKET&format=standard&set=A4a
Giratina ex Unown,1,0.01%,0 - 3 - 0,0.00%,/decks/giratina-ex-a2b-unown-a4?game=POCKET&format=standard&set=A4a
Blastoise ex Tauros,1,0.01%,0 - 3 - 0,0.00%,/decks/blastoise-ex-a1-tauros-a1a?game=POCKET&format=standard&set=A4a
Greninja Silvally,1,0.01%,0 - 3 - 0,0.00%,/decks/greninja-a1-silvally-a3a?game=POCKET&format=standard&set=A4a
Jumpluff ex Jumpluff,1,0.01%,0 - 2 - 0,0.00%,/decks/jumpluff-ex-a4a-jumpluff-a4?game=POCKET&format=standard&set=A4a
Oricorio,1,0.01%,0 - 2 - 0,0.00%,/decks/oricorio-a3?game=POCKET&format=standard&set=A4a
Guzzlord ex Magby,1,0.01%,0 - 4 - 0,0.00%,/decks/guzzlord-ex-a3a-magby-a4?game=POCKET&format=standard&set=A4a
Alolan Exeggutor Exeggutor,1,0.01%,0 - 1 - 0,0.00%,/decks/alolan-exeggutor-a3-exeggutor-a1a?game=POCKET&format=standard&set=A4a
Pikachu ex Arceus ex,1,0.01%,0 - 2 - 0,0.00%,/decks/pikachu-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Venusaur ex Wigglytuff,1,0.01%,0 - 2 - 0,0.00%,/decks/venusaur-ex-a1-wigglytuff-a2b?game=POCKET&format=standard&set=A4a
Darkrai ex Eevee ex,1,0.01%,0 - 2 - 0,0.00%,/decks/darkrai-ex-a2-eevee-ex-a3b?game=POCKET&format=standard&set=A4a
Buzzwole ex Altaria,1,0.01%,0 - 3 - 0,0.00%,/decks/buzzwole-ex-a3a-altaria-a4a?game=POCKET&format=standard&set=A4a
Magcargo Miltank,1,0.01%,0 - 1 - 0,0.00%,/decks/magcargo-a4-miltank-a4a?game=POCKET&format=standard&set=A4a
Mismagius Florges,1,0.01%,0 - 4 - 0,0.00%,/decks/mismagius-a4a-florges-a1a?game=POCKET&format=standard&set=A4a
Rampardos Miltank,1,0.01%,0 - 1 - 0,0.00%,/decks/rampardos-a2-miltank-a4a?game=POCKET&format=standard&set=A4a
Crobat ex Toxicroak,1,0.01%,0 - 1 - 0,0.00%,/decks/crobat-ex-a4-toxicroak-a2a?game=POCKET&format=standard&set=A4a
Moltres ex Entei ex,1,0.01%,0 - 3 - 0,0.00%,/decks/moltres-ex-a4b-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Decidueye ex,1,0.01%,0 - 2 - 0,0.00%,/decks/sylveon-ex-decidueye-ex-a4b?game=POCKET&format=standard&set=A4a
Sylveon ex Eevee ex,1,0.01%,0 - 1 - 0,0.00%,/decks/sylveon-ex-eevee-ex-a4b?game=POCKET&format=standard&set=A4a
Starmie ex,1,0.01%,0 - 2 - 0,0.00%,/decks/starmie-ex-a1?game=POCKET&format=standard&set=A4a
Darkrai ex Scolipede,1,0.01%,0 - 2 - 0,0.00%,/decks/darkrai-ex-a2-scolipede-a1a?game=POCKET&format=standard&set=A4a
Bisharp Melmetal,1,0.01%,0 - 3 - 0,0.00%,/decks/bisharp-melmetal-a1?game=POCKET&format=standard&set=A4a
Togekiss,1,0.01%,0 - 2 - 0,0.00%,/decks/togekiss-a2?game=POCKET&format=standard&set=A4a
Altaria Magby,1,0.01%,0 - 2 - 0,0.00%,/decks/altaria-a4a-magby-a4?game=POCKET&format=standard&set=A4a
Shaymin Oricorio,1,0.01%,0 - 3 - 0,0.00%,/decks/shaymin-a2-oricorio-a3?game=POCKET&format=standard&set=A4a
Lanturn ex Raikou ex,1,0.01%,0 - 1 - 0,0.00%,/decks/lanturn-ex-a4-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Marowak ex Dugtrio,1,0.01%,0 - 3 - 0,0.00%,/decks/marowak-ex-a1-dugtrio-a4a?game=POCKET&format=standard&set=A4a
Altaria Guzzlord ex,1,0.01%,0 - 2 - 0,0.00%,/decks/altaria-a4a-guzzlord-ex-a3a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Togedemaru,1,0.01%,0 - 2 - 0,0.00%,/decks/alolan-raichu-ex-togedemaru-a3?game=POCKET&format=standard&set=A4a
Blastoise ex Kangaskhan,1,0.01%,0 - 1 - 0,0.00%,/decks/blastoise-ex-kangaskhan-a1?game=POCKET&format=standard&set=A4a
Dragonite Froslass,1,0.01%,0 - 1 - 0,0.00%,/decks/dragonite-a1-froslass-a2a?game=POCKET&format=standard&set=A4a
Arceus ex Miltank,1,0.01%,0 - 4 - 0,0.00%,/decks/arceus-ex-a2a-miltank-a4a?game=POCKET&format=standard&set=A4a
Buzzwole ex Pichu,1,0.01%,0 - 1 - 0,0.00%,/decks/buzzwole-ex-a3a-pichu-a4?game=POCKET&format=standard&set=A4a
Galarian Cursola Mismagius,1,0.01%,0 - 3 - 0,0.00%,/decks/galarian-cursola-mismagius-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Altaria,1,0.01%,0 - 1 - 0,0.00%,/decks/sylveon-ex-a3b-altaria-a4a?game=POCKET&format=standard&set=A4a
Pidgeot ex Suicune ex,1,0.01%,0 - 2 - 0,0.00%,/decks/pidgeot-ex-a1a-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Gengar ex Gardevoir,1,0.01%,0 - 2 - 0,0.00%,/decks/gengar-ex-gardevoir-a1?game=POCKET&format=standard&set=A4a
Porygon-Z Rampardos,1,0.01%,0 - 1 - 0,0.00%,/decks/porygon-z-a4-rampardos-a2?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Suicune ex,1,0.01%,0 - 1 - 0,0.00%,/decks/alolan-raichu-ex-a3-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Salazzle,1,0.01%,0 - 3 - 0,0.00%,/decks/salazzle-a3?game=POCKET&format=standard&set=A4a
Darkrai ex Malamar,1,0.01%,0 - 3 - 0,0.00%,/decks/darkrai-ex-a2-malamar-a4a?game=POCKET&format=standard&set=A4a
Magnezone,1,0.01%,0 - 1 - 0,0.00%,/decks/magnezone-a2?game=POCKET&format=standard&set=A4a
Blastoise ex Mantyke,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-ex-a1-mantyke-a4a?game=POCKET&format=standard&set=A4a
Alolan Ninetales Palkia ex,1,0.01%,0 - 2 - 0,0.00%,/decks/alolan-ninetales-a3-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Serperior Celebi ex,1,0.01%,0 - 3 - 0,0.00%,/decks/serperior-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Electivire Arceus ex,1,0.01%,0 - 3 - 0,0.00%,/decks/electivire-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Slowking Swanna,1,0.01%,0 - 2 - 0,0.00%,/decks/slowking-a4a-swanna-a4?game=POCKET&format=standard&set=A4a
Magnezone Mewtwo ex,1,0.01%,0 - 2 - 0,0.00%,/decks/magnezone-a2-mewtwo-ex-a1?game=POCKET&format=standard&set=A4a
Donphan ex Aerodactyl ex,1,0.01%,0 - 2 - 0,0.00%,/decks/donphan-ex-a4-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A4a
Zapdos ex Zeraora,1,0.01%,0 - 2 - 0,0.00%,/decks/zapdos-ex-a1-zeraora-a3a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Giratina ex,1,0.01%,0 - 1 - 0,0.00%,/decks/alolan-raichu-ex-a3-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Donphan ex Hitmonchan,1,0.01%,0 - 2 - 0,0.00%,/decks/donphan-ex-a4-hitmonchan-a1?game=POCKET&format=standard&set=A4a
Leafeon ex Shuckle ex,1,0.01%,0 - 1 - 0,0.00%,/decks/leafeon-ex-a2a-shuckle-ex-a4?game=POCKET&format=standard&set=A4a
Articuno ex Suicune ex,1,0.01%,0 - 2 - 0,0.00%,/decks/articuno-ex-a1-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Crabominable ex Pyukumuku,1,0.01%,0 - 2 - 0,0.00%,/decks/crabominable-ex-pyukumuku-a3?game=POCKET&format=standard&set=A4a
Wishiwashi ex Gyarados,1,0.01%,0 - 2 - 0,0.00%,/decks/wishiwashi-ex-a3-gyarados-a4?game=POCKET&format=standard&set=A4a
Kingdra ex Feraligatr,1,0.01%,0 - 1 - 0,0.00%,/decks/kingdra-ex-feraligatr-a4?game=POCKET&format=standard&set=A4a
Decidueye ex Greninja,1,0.01%,0 - 2 - 0,0.00%,/decks/decidueye-ex-a3-greninja-a1?game=POCKET&format=standard&set=A4a
Primarina ex Articuno ex,1,0.01%,0 - 4 - 0,0.00%,/decks/primarina-ex-a3b-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Aerodactyl ex Lucario,1,0.01%,0 - 2 - 0,0.00%,/decks/aerodactyl-ex-a1a-lucario-a2?game=POCKET&format=standard&set=A4a
Suicune ex Kingdra ex,1,0.01%,0 - 2 - 0,0.00%,/decks/suicune-ex-a4a-kingdra-ex-a4?game=POCKET&format=standard&set=A4a
Gengar ex Mismagius ex,1,0.01%,0 - 2 - 0,0.00%,/decks/gengar-ex-a1-mismagius-ex-a2?game=POCKET&format=standard&set=A4a
Crabominable ex Kingdra ex,1,0.01%,0 - 2 - 0,0.00%,/decks/crabominable-ex-a3-kingdra-ex-a4?game=POCKET&format=standard&set=A4a
Entei ex Suicune ex,1,0.01%,0 - 2 - 0,0.00%,/decks/entei-ex-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Exeggutor ex Jumpluff ex,1,0.01%,0 - 3 - 0,0.00%,/decks/exeggutor-ex-a1-jumpluff-ex-a4a?game=POCKET&format=standard&set=A4a
Aerodactyl ex Dugtrio,1,0.01%,0 - 3 - 0,0.00%,/decks/aerodactyl-ex-a1a-dugtrio-a4a?game=POCKET&format=standard&set=A4a
Marowak ex Sandslash,1,0.01%,0 - 4 - 0,0.00%,/decks/marowak-ex-sandslash-a1?game=POCKET&format=standard&set=A4a
Altaria Lugia ex,1,0.01%,0 - 2 - 0,0.00%,/decks/altaria-a4a-lugia-ex-a4?game=POCKET&format=standard&set=A4a
Leafeon ex Serperior,1,0.01%,0 - 2 - 0,0.00%,/decks/leafeon-ex-a2a-serperior-a1a?game=POCKET&format=standard&set=A4a
Umbreon ex Raikou ex,1,0.01%,0 - 3 - 0,0.00%,/decks/umbreon-ex-a4-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Blastoise ex Swanna,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-ex-a1-swanna-a4?game=POCKET&format=standard&set=A4a
Blastoise,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-a1?game=POCKET&format=standard&set=A4a
Galvantula Pawmot,1,0.01%,0 - 3 - 0,0.00%,/decks/galvantula-a3b-pawmot-a2b?game=POCKET&format=standard&set=A4a
Jumpluff ex Gallade ex,1,0.01%,0 - 1 - 0,0.00%,/decks/jumpluff-ex-a4a-gallade-ex-a2?game=POCKET&format=standard&set=A4a
Donphan ex Sudowoodo,1,0.01%,0 - 3 - 0,0.00%,/decks/donphan-ex-a4-sudowoodo-a2a?game=POCKET&format=standard&set=A4a
Jumpluff ex Galarian Cursola,1,0.01%,0 - 2 - 0,0.00%,/decks/jumpluff-ex-galarian-cursola-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Alolan Exeggutor,1,0.01%,0 - 3 - 0,0.00%,/decks/sylveon-ex-a3b-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Jolteon Zapdos,1,0.01%,0 - 2 - 0,0.00%,/decks/jolteon-zapdos-a1?game=POCKET&format=standard&set=A4a
Lanturn ex,1,0.01%,0 - 2 - 0,0.00%,/decks/lanturn-ex-a4?game=POCKET&format=standard&set=A4a
Jumpluff ex Tapu Koko ex,1,0.01%,0 - 2 - 0,0.00%,/decks/jumpluff-ex-a4a-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4a
Exeggutor ex Meowscarada,1,0.01%,0 - 3 - 0,0.00%,/decks/exeggutor-ex-a1-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Sylveon ex Aerodactyl,1,0.01%,0 - 1 - 0,0.00%,/decks/sylveon-ex-a3b-aerodactyl-a1?game=POCKET&format=standard&set=A4a
Blastoise ex Suicune ex,1,0.01%,0 - 2 - 0,0.00%,/decks/blastoise-ex-a1-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Snorlax ex Suicune ex,1,0.01%,0 - 2 - 0,0.00%,/decks/snorlax-ex-a3b-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Glaceon ex Mantyke,1,0.01%,0 - 3 - 0,0.00%,/decks/glaceon-ex-a2a-mantyke-a4a?game=POCKET&format=standard&set=A4a
Jumpluff ex Infernape ex,1,0.01%,0 - 5 - 0,0.00%,/decks/jumpluff-ex-a4a-infernape-ex-a2?game=POCKET&format=standard&set=A4a
Mewtwo ex Swanna,1,0.01%,0 - 3 - 0,0.00%,/decks/mewtwo-ex-a1-swanna-a4?game=POCKET&format=standard&set=A4a
Darkrai ex Igglybuff,1,0.01%,0 - 2 - 0,0.00%,/decks/darkrai-ex-a2-igglybuff-a4a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Pikachu ex,1,0.01%,0 - 2 - 0,0.00%,/decks/alolan-raichu-ex-a3-pikachu-ex-a1?game=POCKET&format=standard&set=A4a
Lunala ex Gardevoir,1,0.01%,0 - 2 - 0,0.00%,/decks/lunala-ex-a3-gardevoir-a1?game=POCKET&format=standard&set=A4a
Meowscarada Silvally,1,0.01%,0 - 1 - 0,0.00%,/decks/meowscarada-a2b-silvally-a3a?game=POCKET&format=standard&set=A4a
Venusaur ex Exeggutor ex,1,0.01%,0 - 2 - 0,0.00%,/decks/venusaur-ex-exeggutor-ex-a1?game=POCKET&format=standard&set=A4a
Suicune ex Decidueye ex,1,0.01%,0 - 3 - 0,0.00%,/decks/suicune-ex-a4a-decidueye-ex-a3?game=POCKET&format=standard&set=A4a
Exeggutor ex Exeggutor,1,0.01%,0 - 2 - 0,0.00%,/decks/exeggutor-ex-exeggutor-a1?game=POCKET&format=standard&set=A4a
Poliwrath ex Snorlax,1,0.01%,0 - 3 - 0,0.00%,/decks/poliwrath-ex-a4a-snorlax-a2a?game=POCKET&format=standard&set=A4a
Tinkaton ex Skarmory,1,0.01%,0 - 2 - 0,0.00%,/decks/tinkaton-ex-a2b-skarmory-a2?game=POCKET&format=standard&set=A4a
Charizard ex Flareon,1,0.01%,0 - 1 - 0,0.00%,/decks/charizard-ex-a2b-flareon-a3b?game=POCKET&format=standard&set=A4a
Lycanroc ex Hitmonlee,1,0.01%,0 - 2 - 0,0.00%,/decks/lycanroc-ex-a3a-hitmonlee-a1?game=POCKET&format=standard&set=A4a
Garchomp ex Passimian ex,1,0.01%,0 - 3 - 0,0.00%,/decks/garchomp-ex-a2a-passimian-ex-a3?game=POCKET&format=standard&set=A4a
Blissey ex Blissey,1,0.01%,0 - 3 - 0,0.00%,/decks/blissey-ex-p-a-blissey-a4?game=POCKET&format=standard&set=A4a
Tinkaton ex Alolan Dugtrio ex,1,0.01%,0 - 3 - 0,0.00%,/decks/tinkaton-ex-a2b-alolan-dugtrio-ex-a3a?game=POCKET&format=standard&set=A4a
Darkrai ex Magby,1,0.01%,0 - 2 - 0,0.00%,/decks/darkrai-ex-a2-magby-a4?game=POCKET&format=standard&set=A4a
Mewtwo ex Mew ex,1,0.01%,0 - 2 - 0,0.00%,/decks/mewtwo-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A4a
Snorlax ex Rampardos,1,0.01%,0 - 3 - 0,0.00%,/decks/snorlax-ex-a3b-rampardos-a2?game=POCKET&format=standard&set=A4a
Garchomp ex Lucario ex,1,0.01%,0 - 1 - 0,0.00%,/decks/garchomp-ex-a2a-lucario-ex-a2b?game=POCKET&format=standard&set=A4a
Dialga ex Blissey,1,0.01%,0 - 2 - 0,0.00%,/decks/dialga-ex-a2-blissey-a4?game=POCKET&format=standard&set=A4a
Miltank Zangoose,1,0.01%,0 - 3 - 0,0.00%,/decks/miltank-zangoose-a4a?game=POCKET&format=standard&set=A4a
Yanmega ex Kartana,1,0.01%,0 - 2 - 0,0.00%,/decks/yanmega-ex-a2-kartana-a3a?game=POCKET&format=standard&set=A4a
Porygon-Z Garchomp ex,1,0.01%,0 - 2 - 0,0.00%,/decks/porygon-z-a4-garchomp-ex-a2a?game=POCKET&format=standard&set=A4a
Porygon-Z Ditto,1,0.01%,0 - 3 - 0,0.00%,/decks/porygon-z-a4-ditto-a1?game=POCKET&format=standard&set=A4a
Garchomp ex Cleffa,1,0.01%,0 - 3 - 0,0.00%,/decks/garchomp-ex-a2a-cleffa-a4?game=POCKET&format=standard&set=A4a
Greninja Lunala ex,1,0.01%,0 - 3 - 0,0.00%,/decks/greninja-a1-lunala-ex-a3?game=POCKET&format=standard&set=A4a
Sylveon ex Gengar,1,0.01%,0 - 2 - 0,0.00%,/decks/sylveon-ex-a3b-gengar-a2a?game=POCKET&format=standard&set=A4a
Staraptor Oricorio,1,0.01%,0 - 3 - 0,0.00%,/decks/staraptor-a2a-oricorio-a3?game=POCKET&format=standard&set=A4a
Serperior Dhelmise,1,0.01%,0 - 3 - 0,0.00%,/decks/serperior-dhelmise-a1a?game=POCKET&format=standard&set=A4a
Eevee ex Giratina ex,1,0.01%,0 - 2 - 0,0.00%,/decks/eevee-ex-a3b-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Togekiss Banette,1,0.01%,0 - 3 - 0,0.00%,/decks/togekiss-a4-banette-a3?game=POCKET&format=standard&set=A4a
Poliwrath ex Shiinotic,1,0.01%,0 - 0 - 0,NaN%,/decks/poliwrath-ex-a4a-shiinotic-a3a?game=POCKET&format=standard&set=A4a
Altaria Celebi ex,1,0.01%,0 - 0 - 0,NaN%,/decks/altaria-a4a-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Dugtrio Primeape,1,0.01%,0 - 0 - 0,NaN%,/decks/dugtrio-a4a-primeape-a1?game=POCKET&format=standard&set=A4a
Leafeon ex Decidueye ex,1,0.01%,0 - 0 - 0,NaN%,/decks/leafeon-ex-a2a-decidueye-ex-a3?game=POCKET&format=standard&set=A4a
